frame,prediction,true_label,is_correct,difference
25176,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25177,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25178,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25179,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25180,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25181,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25182,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25183,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25184,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25185,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25186,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25187,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25188,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25189,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25190,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25191,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25192,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25193,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25194,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25195,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25196,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25197,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
25198,30 32,30 35 40,False,"{'expected': '30 35 40', 'got': '30 32'}"
26171,1,11,False,"{'expected': '11', 'got': '1'}"
26172,1,11,False,"{'expected': '11', 'got': '1'}"
26173,1,11,False,"{'expected': '11', 'got': '1'}"
26189,1,11,False,"{'expected': '11', 'got': '1'}"
26190,1,11,False,"{'expected': '11', 'got': '1'}"
26247,10,00,False,"{'expected': '00', 'got': '10'}"
26249,1,11,False,"{'expected': '11', 'got': '1'}"
26250,1,11,False,"{'expected': '11', 'got': '1'}"
26289,1,11,False,"{'expected': '11', 'got': '1'}"
26290,1,11,False,"{'expected': '11', 'got': '1'}"
26311,2,22,False,"{'expected': '22', 'got': '2'}"
26312,2,22,False,"{'expected': '22', 'got': '2'}"
26321,2,22,False,"{'expected': '22', 'got': '2'}"
26347,2,22,False,"{'expected': '22', 'got': '2'}"
26348,2,22,False,"{'expected': '22', 'got': '2'}"
26354,2,22,False,"{'expected': '22', 'got': '2'}"
26355,2,22,False,"{'expected': '22', 'got': '2'}"
26356,2,22,False,"{'expected': '22', 'got': '2'}"
26357,2,22,False,"{'expected': '22', 'got': '2'}"
26358,2,22,False,"{'expected': '22', 'got': '2'}"
26359,2,22,False,"{'expected': '22', 'got': '2'}"
26365,2,23,False,"{'expected': '23', 'got': '2'}"
26393,2,22,False,"{'expected': '22', 'got': '2'}"
26394,2,22,False,"{'expected': '22', 'got': '2'}"
26397,2,22,False,"{'expected': '22', 'got': '2'}"
26398,2,22,False,"{'expected': '22', 'got': '2'}"
26414,2,22,False,"{'expected': '22', 'got': '2'}"
26415,2,22,False,"{'expected': '22', 'got': '2'}"
26515,2,23,False,"{'expected': '23', 'got': '2'}"
26517,2,22,False,"{'expected': '22', 'got': '2'}"
26518,2,22,False,"{'expected': '22', 'got': '2'}"
26519,2,22,False,"{'expected': '22', 'got': '2'}"
26520,2,22,False,"{'expected': '22', 'got': '2'}"
26532,2,22,False,"{'expected': '22', 'got': '2'}"
26533,2,22,False,"{'expected': '22', 'got': '2'}"
26574,3,31,False,"{'expected': '31', 'got': '3'}"
26575,3,31,False,"{'expected': '31', 'got': '3'}"
26576,3,31,False,"{'expected': '31', 'got': '3'}"
26577,3,31,False,"{'expected': '31', 'got': '3'}"
26609,1,11,False,"{'expected': '11', 'got': '1'}"
26610,1,11,False,"{'expected': '11', 'got': '1'}"
26685,1,92,False,"{'expected': '92', 'got': '1'}"
26744,1,11,False,"{'expected': '11', 'got': '1'}"
26745,1,11,False,"{'expected': '11', 'got': '1'}"
26746,1,11,False,"{'expected': '11', 'got': '1'}"
26747,1,11,False,"{'expected': '11', 'got': '1'}"
26748,1,11,False,"{'expected': '11', 'got': '1'}"
26813,1,12,False,"{'expected': '12', 'got': '1'}"
26876,2,22,False,"{'expected': '22', 'got': '2'}"
26877,2,22,False,"{'expected': '22', 'got': '2'}"
26878,2,22,False,"{'expected': '22', 'got': '2'}"
26884,1,11,False,"{'expected': '11', 'got': '1'}"
26885,1,11,False,"{'expected': '11', 'got': '1'}"
26932,2,22,False,"{'expected': '22', 'got': '2'}"
26964,2,22,False,"{'expected': '22', 'got': '2'}"
26965,2,22,False,"{'expected': '22', 'got': '2'}"
26996,2,22,False,"{'expected': '22', 'got': '2'}"
26997,2,22,False,"{'expected': '22', 'got': '2'}"
27000,2,22,False,"{'expected': '22', 'got': '2'}"
27001,2,22,False,"{'expected': '22', 'got': '2'}"
27006,2,21,False,"{'expected': '21', 'got': '2'}"
27007,2,21,False,"{'expected': '21', 'got': '2'}"
27008,2,21,False,"{'expected': '21', 'got': '2'}"
27022,2,35,False,"{'expected': '35', 'got': '2'}"
27042,2,22,False,"{'expected': '22', 'got': '2'}"
27043,2,22,False,"{'expected': '22', 'got': '2'}"
27061,1,11,False,"{'expected': '11', 'got': '1'}"
27066,1,11,False,"{'expected': '11', 'got': '1'}"
27073,1,11,False,"{'expected': '11', 'got': '1'}"
27074,1,11,False,"{'expected': '11', 'got': '1'}"
27111,1,11,False,"{'expected': '11', 'got': '1'}"
27112,1,11,False,"{'expected': '11', 'got': '1'}"
27135,1,11,False,"{'expected': '11', 'got': '1'}"
27136,1,11,False,"{'expected': '11', 'got': '1'}"
27189,2,22,False,"{'expected': '22', 'got': '2'}"
27190,2,22,False,"{'expected': '22', 'got': '2'}"
27213,3,37,False,"{'expected': '37', 'got': '3'}"
27225,1,11,False,"{'expected': '11', 'got': '1'}"
27226,1,11,False,"{'expected': '11', 'got': '1'}"
27274,,1,False,"{'expected': '1', 'got': ''}"
27296,1,11,False,"{'expected': '11', 'got': '1'}"
27297,1,11,False,"{'expected': '11', 'got': '1'}"
27343,1,11,False,"{'expected': '11', 'got': '1'}"
27344,1,13,False,"{'expected': '13', 'got': '1'}"
27362,2,22,False,"{'expected': '22', 'got': '2'}"
27363,2,22,False,"{'expected': '22', 'got': '2'}"
27364,2,22,False,"{'expected': '22', 'got': '2'}"
27410,1,11,False,"{'expected': '11', 'got': '1'}"
27411,1,11,False,"{'expected': '11', 'got': '1'}"
27432,16,19,False,"{'expected': '19', 'got': '16'}"
27489,2,22,False,"{'expected': '22', 'got': '2'}"
27490,2,22,False,"{'expected': '22', 'got': '2'}"
27495,2,22,False,"{'expected': '22', 'got': '2'}"
27496,2,22,False,"{'expected': '22', 'got': '2'}"
27497,2,22,False,"{'expected': '22', 'got': '2'}"
27674,1,11,False,"{'expected': '11', 'got': '1'}"
27675,1,11,False,"{'expected': '11', 'got': '1'}"
27676,1,11,False,"{'expected': '11', 'got': '1'}"
27677,1,11,False,"{'expected': '11', 'got': '1'}"
27741,2,22,False,"{'expected': '22', 'got': '2'}"
27742,2,22,False,"{'expected': '22', 'got': '2'}"
27760,2,22,False,"{'expected': '22', 'got': '2'}"
27761,2,22,False,"{'expected': '22', 'got': '2'}"
27796,2,22,False,"{'expected': '22', 'got': '2'}"
27797,2,22,False,"{'expected': '22', 'got': '2'}"
27807,1,11,False,"{'expected': '11', 'got': '1'}"
27808,1,11,False,"{'expected': '11', 'got': '1'}"
27822,1,11,False,"{'expected': '11', 'got': '1'}"
27823,1,11,False,"{'expected': '11', 'got': '1'}"
27824,1,11,False,"{'expected': '11', 'got': '1'}"
27855,1,11,False,"{'expected': '11', 'got': '1'}"
27904,,2,False,"{'expected': '2', 'got': ''}"
27905,,2,False,"{'expected': '2', 'got': ''}"
27912,,2,False,"{'expected': '2', 'got': ''}"
27913,,2,False,"{'expected': '2', 'got': ''}"
27927,1,11,False,"{'expected': '11', 'got': '1'}"
27928,1,11,False,"{'expected': '11', 'got': '1'}"
27930,1,11,False,"{'expected': '11', 'got': '1'}"
27931,1,11,False,"{'expected': '11', 'got': '1'}"
27947,1,11,False,"{'expected': '11', 'got': '1'}"
27948,1,11,False,"{'expected': '11', 'got': '1'}"
28091,1,11,False,"{'expected': '11', 'got': '1'}"
28092,1,11,False,"{'expected': '11', 'got': '1'}"
28112,2,22,False,"{'expected': '22', 'got': '2'}"
28113,2,22,False,"{'expected': '22', 'got': '2'}"
28125,1,11,False,"{'expected': '11', 'got': '1'}"
28126,1,11,False,"{'expected': '11', 'got': '1'}"
28127,1,11,False,"{'expected': '11', 'got': '1'}"
28165,9,6,False,"{'expected': '6', 'got': '9'}"
28179,1,15,False,"{'expected': '15', 'got': '1'}"
28259,1,11,False,"{'expected': '11', 'got': '1'}"
28279,1,11,False,"{'expected': '11', 'got': '1'}"
28290,1,11,False,"{'expected': '11', 'got': '1'}"
28291,1,11,False,"{'expected': '11', 'got': '1'}"
28303,1,11,False,"{'expected': '11', 'got': '1'}"
28304,1,11,False,"{'expected': '11', 'got': '1'}"
28307,1,11,False,"{'expected': '11', 'got': '1'}"
28308,1,11,False,"{'expected': '11', 'got': '1'}"
28310,7,9,False,"{'expected': '9', 'got': '7'}"
28316,1,11,False,"{'expected': '11', 'got': '1'}"
28317,1,11,False,"{'expected': '11', 'got': '1'}"
28318,1,11,False,"{'expected': '11', 'got': '1'}"
28319,1,11,False,"{'expected': '11', 'got': '1'}"
28325,1,11,False,"{'expected': '11', 'got': '1'}"
28326,1,11,False,"{'expected': '11', 'got': '1'}"
28418,2,22,False,"{'expected': '22', 'got': '2'}"
28428,2,22,False,"{'expected': '22', 'got': '2'}"
28429,2,22,False,"{'expected': '22', 'got': '2'}"
28436,2,22,False,"{'expected': '22', 'got': '2'}"
28437,2,22,False,"{'expected': '22', 'got': '2'}"
31370,28 36,36 28,False,"{'expected': '36 28', 'got': '28 36'}"
34505,2,22,False,"{'expected': '22', 'got': '2'}"
34506,2,22,False,"{'expected': '22', 'got': '2'}"
34507,1,11,False,"{'expected': '11', 'got': '1'}"
34508,1,11,False,"{'expected': '11', 'got': '1'}"
34509,1,11,False,"{'expected': '11', 'got': '1'}"
34697,2,40,False,"{'expected': '40', 'got': '2'}"
34754,1,11,False,"{'expected': '11', 'got': '1'}"
34755,1,11,False,"{'expected': '11', 'got': '1'}"
34821,2,21,False,"{'expected': '21', 'got': '2'}"
35044,10,18,False,"{'expected': '18', 'got': '10'}"
